KEGG	line_number	Cluster	dendro_order	pathway
K00275	91	2	1190	K00275: pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K07552	1794	2	1191	K07552: MFS transporter, DHA1 family, bicyclomycin/chloramphenicol
K07735	1824	2	1192	K07735: putative transcriptional regulator
K00024	13	2	1193	K00024: malate dehydrogenase [EC:1.1.1.37]
K00240	80	2	1194	K00240: succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00239	79	2	1195	K00239: succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K01778	560	2	1196	K01778: diaminopimelate epimerase [EC:5.1.1.7]
K02492	862	2	1197	K02492: glutamyl-tRNA reductase [EC:1.2.1.70]
K19118	2329	2	1198	K19118: NO_NAME
K01893	616	2	1199	K01893: asparaginyl-tRNA synthetase [EC:6.1.1.22]
K01258	402	2	1200	K01258: tripeptide aminopeptidase
K03978	1372	2	1201	K03978: GTP-binding protein
K02372	811	2	1202	K02372: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K15986	2222	2	1203	K15986: manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
K09155	1907	2	1204	K09155: hypothetical protein
K00965	319	2	1205	K00965: UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
K08303	1855	2	1206	K08303: putative protease [EC:3.4.-.-]
K00648	199	2	1207	K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
K00645	197	2	1208	K00645: [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
K14652	2188	2	1209	K14652: 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
K06217	1568	2	1210	K06217: phosphate starvation-inducible protein PhoH and related proteins
K12573	2122	2	1211	K12573: ribonuclease R [EC:3.1.-.-]
K13292	2134	2	1212	K13292: NO_NAME
K00794	243	2	1213	K00794: 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
K11752	2093	2	1214	K11752: diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
K07043	1663	2	1215	K07043: NO_NAME
K02654	904	2	1216	K02654: leader peptidase (prepilin peptidase) / N-methyltransferase
K07258	1734	2	1217	K07258: D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
K03744	1317	2	1218	K03744: LemA protein
K03526	1184	2	1219	K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]
K11175	2060	2	1220	K11175: phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
K03308	1111	2	1221	K03308: neurotransmitter:Na+ symporter, NSS family
K01712	532	2	1222	K01712: urocanate hydratase [EC:4.2.1.49]
K07089	1684	2	1223	K07089: NO_NAME
K11041	2048	2	1224	K11041: exfoliative toxin A/B
K12410	2112	2	1225	K12410: NAD-dependent deacetylase
K00878	283	2	1226	K00878: hydroxyethylthiazole kinase [EC:2.7.1.50]
K07736	1825	2	1227	K07736: CarD family transcriptional regulator
K00891	286	2	1228	K00891: shikimate kinase [EC:2.7.1.71]
K09812	1962	2	1229	K09812: cell division transport system ATP-binding protein
K00788	238	2	1230	K00788: thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
K03303	1107	2	1231	K03303: lactate transporter, LctP family
K00135	54	2	1232	K00135: succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K06891	1594	2	1233	K06891: ATP-dependent Clp protease adaptor protein ClpS
K11065	2049	2	1234	K11065: thiol peroxidase, atypical 2-Cys peroxiredoxin
K04762	1436	2	1235	K04762: ribosome-associated heat shock protein Hsp15
K00946	308	2	1236	K00946: thiamine-monophosphate kinase [EC:2.7.4.16]
K08300	1853	2	1237	K08300: ribonuclease E [EC:3.1.26.12]
K07054	1668	2	1238	K07054: NO_NAME
K01840	588	2	1239	K01840: phosphomannomutase [EC:5.4.2.8]
K07053	1667	2	1240	K07053: NO_NAME
K08301	1854	2	1241	K08301: ribonuclease G
K00641	196	2	1242	K00641: homoserine O-acetyltransferase [EC:2.3.1.31]
K01698	525	2	1243	K01698: porphobilinogen synthase [EC:4.2.1.24]
K03183	1078	2	1244	K03183: demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K03644	1264	2	1245	K03644: lipoyl synthase [EC:2.8.1.8]
K03527	1185	2	1246	K03527: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
K00919	292	2	1247	K00919: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
K01662	509	2	1248	K01662: 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
K00099	39	2	1249	K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K01945	643	2	1250	K01945: phosphoribosylamine--glycine ligase [EC:6.3.4.13]
K03210	1081	2	1251	K03210: preprotein translocase subunit YajC
K03500	1172	2	1252	K03500: ribosomal RNA small subunit methyltransferase B
K02548	882	2	1253	K02548: 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]
K08998	1885	2	1254	K08998: hypothetical protein
K00059	26	2	1255	K00059: 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K11991	2102	2	1256	K11991: tRNA-specific adenosine deaminase
K09458	1915	2	1257	K09458: 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K00782	235	2	1258	K00782: hypothetical protein
K00606	183	2	1259	K00606: 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]
K03709	1301	2	1260	K03709: DtxR family transcriptional regulator, Mn-dependent transcriptional
K00425	150	2	1261	K00425: cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.14]
K00426	151	2	1262	K00426: cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.14]
K03639	1259	2	1263	K03639: cyclic pyranopterin phosphate synthase [EC:4.1.99.18]
K01740	544	2	1264	K01740: O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01918	626	2	1265	K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]
K00259	86	2	1266	K00259: alanine dehydrogenase [EC:1.4.1.1]
K01267	406	2	1267	K01267: aspartyl aminopeptidase
K01488	446	2	1268	K01488: adenosine deaminase [EC:3.5.4.4]
K00231	78	2	1269	K00231: oxygen-dependent protoporphyrinogen oxidase [EC:1.3.3.4]
K15984	2221	2	1270	K15984: NO_NAME
K05568	1474	2	1271	K05568: multicomponent Na+:H+ antiporter subunit D
K07090	1685	2	1272	K07090: NO_NAME
K01847	592	2	1273	K01847: methylmalonyl-CoA mutase [EC:5.4.99.2]
K05606	1484	2	1274	K05606: methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
K13542	2138	2	1275	K13542: uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K11105	2057	2	1276	K11105: cell volume regulation protein A
K03385	1130	2	1277	K03385: nitrite reductase (cytochrome c-552) [EC:1.7.2.2]
K06133	1538	2	1278	K06133: 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
K07216	1723	2	1279	K07216: hemerythrin
K03270	1094	2	1280	K03270: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
K03582	1220	2	1281	K03582: exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
K07641	1805	2	1282	K07641: two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]
K00652	201	2	1283	K00652: 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
K03558	1203	2	1284	K03558: membrane protein required for colicin V production
K03517	1176	2	1285	K03517: quinolinate synthase [EC:2.5.1.72]
K00278	92	2	1286	K00278: L-aspartate oxidase [EC:1.4.3.16]
K09765	1935	2	1287	K09765: hypothetical protein
K01493	449	2	1288	K01493: dCMP deaminase [EC:3.5.4.12]
K02454	847	2	1289	K02454: general secretion pathway protein E
K02669	918	2	1290	K02669: twitching motility protein PilT
K02652	902	2	1291	K02652: type IV pilus assembly protein PilB
K09131	1902	2	1292	K09131: hypothetical protein
K02653	903	2	1293	K02653: type IV pilus assembly protein PilC
K02662	911	2	1294	K02662: type IV pilus assembly protein PilM
K09793	1951	2	1295	K09793: hypothetical protein
K03641	1261	2	1296	K03641: TolB protein
K02523	875	2	1297	K02523: octaprenyl-diphosphate synthase [EC:2.5.1.90]
K05807	1495	2	1298	K05807: putative lipoprotein
K03169	1074	2	1299	K03169: DNA topoisomerase III
K01993	663	2	1300	K01993: HlyD family secretion protein
K07078	1677	2	1301	K07078: NO_NAME
K07491	1787	2	1302	K07491: putative transposase
K07260	1736	2	1303	K07260: D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]
K02843	966	2	1304	K02843: heptosyltransferase II [EC:2.4.-.-]
K01843	589	2	1305	K01843: lysine 2,3-aminomutase [EC:5.4.3.2]
K06192	1557	2	1306	K06192: paraquat-inducible protein B
K02668	917	2	1307	K02668: two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
K09857	1968	2	1308	K09857: hypothetical protein
K07126	1702	2	1309	K07126: NO_NAME
K07098	1689	2	1310	K07098: NO_NAME
K03272	1096	2	1311	K03272: D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
K02841	965	2	1312	K02841: heptosyltransferase I [EC:2.4.-.-]
K01676	513	2	1313	K01676: fumarate hydratase, class I [EC:4.2.1.2]
K10670	2027	2	1314	K10670: glycine reductase
K03718	1304	2	1315	K03718: Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC
K01734	538	2	1316	K01734: methylglyoxal synthase [EC:4.2.3.3]
K19055	2323	2	1317	K19055: NO_NAME
K12524	2119	2	1318	K12524: bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
K01425	428	2	1319	K01425: glutaminase [EC:3.5.1.2]
K01270	407	2	1320	K01270: dipeptidase D [EC:3.4.13.-]
K02551	884	2	1321	K02551: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]
K01661	508	2	1322	K01661: naphthoate synthase [EC:4.1.3.36]
K01633	496	2	1323	K01633: dihydroneopterin aldolase / 7,8-dihydroneopterin epimerase [EC:4.1.2.25 5.1.99.8]
K14623	2186	2	1324	K14623: NO_NAME
K10747	2032	2	1325	K10747: DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
K07574	1799	2	1326	K07574: putative RNA-binding protein containing KH domain
K10026	1999	2	1327	K10026: 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K01821	583	2	1328	K01821: 4-oxalocrotonate tautomerase [EC:5.3.2.6]
K00558	165	2	1329	K00558: DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00096	37	2	1330	K00096: glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
K01551	464	2	1331	K01551: arsenite-transporting ATPase
K01673	512	2	1332	K01673: carbonic anhydrase [EC:4.2.1.1]
K07979	1839	2	1333	K07979: GntR family transcriptional regulator
K04024	1376	2	1334	K04024: ethanolamine utilization protein EutJ
K04029	1377	2	1335	K04029: ethanolamine utilization protein EutP
K01421	426	2	1336	K01421: putative membrane protein
K09956	1985	2	1337	K09956: hypothetical protein
K21481	2419	2	1338	K21481: NO_NAME
K00758	223	2	1339	K00758: thymidine phosphorylase [EC:2.4.2.4]
K01284	412	2	1340	K01284: peptidyl-dipeptidase Dcp
K03969	1367	2	1341	K03969: phage shock protein A
K00938	301	2	1342	K00938: phosphomevalonate kinase [EC:2.7.4.2]
K01739	543	2	1343	K01739: cystathionine gamma-synthase [EC:2.5.1.48]
K05710	1486	2	1344	K05710: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
K04719	1423	2	1345	K04719: 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]
K07305	1746	2	1346	K07305: peptide-methionine (R)-S-oxide reductase
K03338	1126	2	1347	K03338: 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
K13919	2166	2	1348	K13919: propanediol dehydratase medium subunit [EC:4.2.1.28]
K10254	2015	2	1349	K10254: myosin-crossreactive antigen
K01699	526	2	1350	K01699: propanediol dehydratase large subunit [EC:4.2.1.28]
K06044	1533	2	1351	K06044: (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
K17898	2292	2	1352	K17898: D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]
K17489	2282	2	1353	K17489: methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]
K09694	1920	2	1354	K09694: lipooligosaccharide transport system permease protein
K01753	549	2	1355	K01753: D-serine dehydratase [EC:4.3.1.18]
K16211	2235	2	1356	K16211: NO_NAME
K00274	90	2	1357	K00274: monoamine oxidase [EC:1.4.3.4]
K00803	250	2	1358	K00803: alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
K03416	1145	2	1359	K03416: methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]
K05342	1449	2	1360	K05342: alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]
K11381	2071	2	1361	K11381: 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
K00486	155	2	1362	K00486: kynurenine 3-monooxygenase [EC:1.14.13.9]
K22107	2437	2	1363	K22107: NO_NAME
K02069	729	2	1364	K02069: putative ABC transport system permease protein
K09695	1921	2	1365	K09695: lipooligosaccharide transport system ATP-binding protein
K00318	101	2	1366	K00318: proline dehydrogenase [EC:1.5.-.-]
K18930	2317	2	1367	K18930: NO_NAME
K00162	61	2	1368	K00162: pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K12308	2110	2	1369	K12308: beta-galactosidase [EC:3.2.1.23]
K01575	469	2	1370	K01575: acetolactate decarboxylase [EC:4.1.1.5]
K08167	1844	2	1371	K08167: MFS transporter, DHA2 family, methyl viologen resistance protein
K16784	2242	2	1372	K16784: biotin transport system ATP-binding protein [EC:3.6.3.-]
K15525	2197	2	1373	K15525: NO_NAME
K07669	1813	2	1374	K07669: two-component system, OmpR family, response regulator MprA
K17883	2291	2	1375	K17883: NO_NAME
K07653	1808	2	1376	K07653: two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
K15526	2198	2	1377	K15526: NO_NAME
K01236	394	2	1378	K01236: maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
K02438	843	2	1379	K02438: glycogen operon protein [EC:3.2.1.-]
K09703	1924	2	1380	K09703: hypothetical protein
K07768	1830	2	1381	K07768: two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
K19686	2367	2	1382	K19686: NO_NAME
K17899	2293	2	1383	K17899: D-ornithine 4,5-aminomutase subunit alpha [EC:5.4.3.5]
K21399	2412	2	1384	K21399: NO_NAME
K05571	1477	2	1385	K05571: multicomponent Na+:H+ antiporter subunit G
K05569	1475	2	1386	K05569: multicomponent Na+:H+ antiporter subunit E
K05570	1476	2	1387	K05570: multicomponent Na+:H+ antiporter subunit F
K03078	1048	2	1388	K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
K00819	255	2	1389	K00819: ornithine--oxo-acid transaminase [EC:2.6.1.13]
K09935	1979	2	1390	K09935: hypothetical protein
K00161	60	2	1391	K00161: pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K07048	1665	2	1392	K07048: NO_NAME
K00060	27	2	1393	K00060: threonine 3-dehydrogenase [EC:1.1.1.103]
K00370	130	2	1394	K00370: nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.4]
K00805	251	2	1395	K00805: heptaprenyl diphosphate synthase [EC:2.5.1.30]
K19687	2368	2	1396	K19687: NO_NAME
K21495	2420	2	1397	K21495: NO_NAME
K05567	1473	2	1398	K05567: multicomponent Na+:H+ antiporter subunit C
K00564	167	2	1399	K00564: ribosomal RNA small subunit methyltransferase C
K07400	1762	2	1400	K07400: Fe/S biogenesis protein NfuA
K02552	885	2	1401	K02552: menaquinone-specific isochorismate synthase [EC:5.4.4.2]
K01119	364	2	1402	K01119: 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
K01664	511	2	1403	K01664: para-aminobenzoate synthetase component II [EC:2.6.1.85]
K05844	1507	2	1404	K05844: ribosomal protein S6 modification protein
K17810	2287	2	1405	K17810: NO_NAME
K22298	2444	2	1406	K22298: NO_NAME
K04756	1430	2	1407	K04756: alkyl hydroperoxide reductase subunit D
K17317	2278	2	1408	K17317: glucose/mannose transport system permease protein
K07483	1785	2	1409	K07483: transposase
K22902	2455	2	1410	K22902: NO_NAME
K13570	2139	2	1411	K13570: NO_NAME
K03413	1143	2	1412	K03413: two-component system, chemotaxis family, response regulator CheY
K07230	1728	2	1413	K07230: NO_NAME
K00797	246	2	1414	K00797: spermidine synthase [EC:2.5.1.16]
K07243	1732	2	1415	K07243: high-affinity iron transporter
K01809	575	2	1416	K01809: mannose-6-phosphate isomerase [EC:5.3.1.8]
K01322	417	2	1417	K01322: prolyl oligopeptidase [EC:3.4.21.26]
K02429	837	2	1418	K02429: MFS transporter, FHS family, L-fucose permease
K00661	206	2	1419	K00661: maltose O-acetyltransferase
K08289	1851	2	1420	K08289: phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
K00605	182	2	1421	K00605: aminomethyltransferase [EC:2.1.2.10]
K01424	427	2	1422	K01424: L-asparaginase [EC:3.5.1.1]
K00281	93	2	1423	K00281: glycine dehydrogenase [EC:1.4.4.2]
K01579	471	2	1424	K01579: aspartate 1-decarboxylase [EC:4.1.1.11]
K00036	18	2	1425	K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
K05592	1479	2	1426	K05592: ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
K06191	1556	2	1427	K06191: glutaredoxin-like protein NrdH
K03647	1266	2	1428	K03647: protein involved in ribonucleotide reduction
K19046	2322	2	1429	K19046: NO_NAME
K07064	1671	2	1430	K07064: NO_NAME
K07171	1715	2	1431	K07171: NO_NAME
K07075	1676	2	1432	K07075: NO_NAME
K19159	2345	2	1433	K19159: NO_NAME
K04564	1414	2	1434	K04564: superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
K00868	277	2	1435	K00868: pyridoxine kinase [EC:2.7.1.35]
K12952	2125	2	1436	K12952: NO_NAME
K03523	1181	2	1437	K03523: biotin transport system substrate-specific component
K13640	2147	2	1438	K13640: NO_NAME
K07776	1831	2	1439	K07776: two-component system, OmpR family, response regulator RegX3
K03426	1147	2	1440	K03426: NAD+ diphosphatase [EC:3.6.1.22]
K02075	734	2	1441	K02075: zinc/manganese transport system permease protein
K11733	2088	2	1442	K11733: lysine-specific permease
K01623	490	2	1443	K01623: fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K02074	733	2	1444	K02074: zinc/manganese transport system ATP-binding protein
K02077	735	2	1445	K02077: zinc/manganese transport system substrate-binding protein
K07175	1718	2	1446	K07175: PhoH-like ATPase
K03212	1082	2	1447	K03212: RNA methyltransferase, TrmA family
K13829	2160	2	1448	K13829: shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K16013	2226	2	1449	K16013: ATP-binding cassette, subfamily C, bacterial CydD
K12511	2118	2	1450	K12511: tight adherence protein C
K13571	2140	2	1451	K13571: NO_NAME
K06048	1534	2	1452	K06048: carboxylate-amine ligase
K20814	2402	2	1453	K20814: NO_NAME
K05596	1481	2	1454	K05596: LysR family transcriptional regulator, chromosome initiation
K00980	329	2	1455	K00980: glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
K13527	2137	2	1456	K13527: proteasome-associated ATPase
K01792	569	2	1457	K01792: glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
K22311	2446	2	1458	K22311: NO_NAME
K09780	1945	2	1459	K09780: hypothetical protein
K09138	1904	2	1460	K09138: hypothetical protein
K02081	737	2	1461	K02081: DeoR family transcriptional regulator, aga operon transcriptional
K01182	380	2	1462	K01182: oligo-1,6-glucosidase [EC:3.2.1.10]
K11737	2089	2	1463	K11737: D-serine/D-alanine/glycine transporter
K04092	1399	2	1464	K04092: chorismate mutase [EC:5.4.99.5]
K07029	1656	2	1465	K07029: diacylglycerol kinase (ATP) [EC:2.7.1.107]
K19545	2365	2	1466	K19545: NO_NAME
K07734	1823	2	1467	K07734: transcriptional regulator
K07778	1832	2	1468	K07778: two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
K13573	2141	2	1469	K13573: NO_NAME
K08372	1864	2	1470	K08372: putative serine protease PepD [EC:3.4.21.-]
K06976	1633	2	1471	K06976: NO_NAME
K12510	2117	2	1472	K12510: tight adherence protein B
K05522	1462	2	1473	K05522: endonuclease VIII [EC:3.2.2.- 4.2.99.18]
K02549	883	2	1474	K02549: O-succinylbenzoate synthase [EC:4.2.1.113]
K05602	1483	2	1475	K05602: histidinol-phosphatase [EC:3.1.3.15]
K03727	1309	2	1476	K03727: ATP-dependent RNA helicase HelY
K21401	2414	2	1477	K21401: NO_NAME
K06117	1536	2	1478	K06117: glycerol 3-phosphatase 2 [EC:3.1.3.21]
K09009	1892	2	1479	K09009: hypothetical protein
K19270	2350	2	1480	K19270: NO_NAME
K07654	1809	2	1481	K07654: two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
K22306	2445	2	1482	K22306: NO_NAME
K01426	429	2	1483	K01426: amidase [EC:3.5.1.4]
K05364	1455	2	1484	K05364: peptidoglycan glycosyltransferase [EC:2.4.1.129]
K00936	299	2	1485	K00936: NO_NAME
K09118	1899	2	1486	K09118: hypothetical protein
K00254	85	2	1487	K00254: dihydroorotate dehydrogenase [EC:1.3.5.2]
K02575	892	2	1488	K02575: MFS transporter, NNP family, nitrate/nitrite transporter
K18929	2316	2	1489	K18929: NO_NAME
K07304	1745	2	1490	K07304: peptide-methionine (S)-S-oxide reductase
K16148	2232	2	1491	K16148: starch synthase [EC:2.4.1.21]
K20370	2383	2	1492	K20370: phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]
K02168	759	2	1493	K02168: high-affinity choline transport protein
K13788	2155	2	1494	K13788: phosphate acetyltransferase [EC:2.3.1.8]
K12503	2115	2	1495	K12503: short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]
K00374	133	2	1496	K00374: nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.4]
K06994	1639	2	1497	K06994: putative drug exporter of the RND superfamily
K00373	132	2	1498	K00373: nitrate reductase delta subunit
K22010	2435	2	1499	K22010: NO_NAME
K16147	2231	2	1500	K16147: starch synthase (maltosyl-transferring) [EC:2.4.99.16]
K07670	1814	2	1501	K07670: two-component system, OmpR family, response regulator MtrA
K00371	131	2	1502	K00371: nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.4]
K03885	1362	2	1503	K03885: NADH dehydrogenase [EC:1.6.99.3]
K10805	2038	2	1504	K10805: acyl-CoA thioesterase II [EC:3.1.2.-]
K07177	1719	2	1505	K07177: Lon-like protease
K02484	860	2	1506	K02484: two-component system, OmpR family, sensor kinase
K00886	285	2	1507	K00886: polyphosphate glucokinase [EC:2.7.1.63]
K00895	287	2	1508	K00895: pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC:2.7.1.90]
K17315	2277	2	1509	K17315: glucose/mannose transport system substrate-binding protein
K07693	1815	2	1510	K07693: two-component system, NarL family, response regulator DesR
K07503	1790	2	1511	K07503: hypothetical protein
K18955	2318	2	1512	K18955: NO_NAME
K01596	479	2	1513	K01596: phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
K07067	1672	2	1514	K07067: NO_NAME
K02768	931	2	1515	K02768: PTS system, fructose-specific IIA component [EC:2.7.1.202]
K03486	1165	2	1516	K03486: GntR family transcriptional regulator, trehalose operon
K07729	1822	2	1517	K07729: putative transcriptional regulator
K00873	280	2	1518	K00873: pyruvate kinase [EC:2.7.1.40]
K03588	1226	2	1519	K03588: cell division protein FtsW
K03975	1369	2	1520	K03975: membrane-associated protein
K00925	293	2	1521	K00925: acetate kinase [EC:2.7.2.1]
K01478	440	2	1522	K01478: arginine deiminase [EC:3.5.3.6]
K00882	284	2	1523	K00882: 1-phosphofructokinase [EC:2.7.1.56]
K01104	362	2	1524	K01104: protein-tyrosine phosphatase
K05847	1510	2	1525	K05847: osmoprotectant transport system ATP-binding protein
K05846	1509	2	1526	K05846: osmoprotectant transport system permease protein
K05845	1508	2	1527	K05845: osmoprotectant transport system substrate-binding protein
K03635	1256	2	1528	K03635: molybdopterin synthase catalytic subunit [EC:2.8.1.12]
K01744	545	2	1529	K01744: aspartate ammonia-lyase [EC:4.3.1.1]
K09781	1946	2	1530	K09781: hypothetical protein
K08296	1852	2	1531	K08296: phosphohistidine phosphatase
K06131	1537	2	1532	K06131: cardiolipin synthase A/B [EC:2.7.8.-]
K03593	1230	2	1533	K03593: ATP-binding protein involved in chromosome partitioning
K02483	859	2	1534	K02483: two-component system, OmpR family, response regulator
K06980	1635	2	1535	K06980: NO_NAME
K00368	129	2	1536	K00368: nitrite reductase (NO-forming) [EC:1.7.2.1]
K11263	2069	2	1537	K11263: acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K00728	219	2	1538	K00728: dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
K11928	2101	2	1539	K11928: sodium/proline symporter
K01079	356	2	1540	K01079: phosphoserine phosphatase [EC:3.1.3.3]
K02566	891	2	1541	K02566: NagD protein
K17686	2283	2	1542	K17686: Cu+-exporting ATPase [EC:3.6.3.54]
K00640	195	2	1543	K00640: serine O-acetyltransferase [EC:2.3.1.30]
K03286	1102	2	1544	K03286: OmpA-OmpF porin, OOP family
K03311	1113	2	1545	K03311: branched-chain amino acid:cation transporter, LIVCS family
K07397	1760	2	1546	K07397: putative redox protein
K02770	933	2	1547	K02770: PTS system, fructose-specific IIC component
K02769	932	2	1548	K02769: PTS system, fructose-specific IIB component [EC:2.7.1.202]
K03743	1316	2	1549	K03743: nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03767	1324	2	1550	K03767: peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
K17713	2284	2	1551	K17713: NO_NAME
K07393	1759	2	1552	K07393: putative glutathione S-transferase
K07318	1749	2	1553	K07318: adenine-specific DNA-methyltransferase
K18479	2301	2	1554	K18479: NO_NAME
K13057	2131	2	1555	K13057: trehalose synthase [EC:2.4.1.245]
K16870	2249	2	1556	K16870: NO_NAME
K08256	1849	2	1557	K08256: phosphatidylinositol alpha-mannosyltransferase
K11089	2056	2	1558	K11089: 60 kDa SS-A/Ro ribonucleoprotein
K00230	77	2	1559	K00230: menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K16905	2254	2	1560	K16905: fluoroquinolone transport system permease protein
K08981	1881	2	1561	K08981: putative membrane protein
K16012	2225	2	1562	K16012: ATP-binding cassette, subfamily C, bacterial CydC
